2020-02-16 01:24:02,027 [main] INFO  (TypeExtractor.java:1818) - class org.apache.flink.streaming.api.functions.source.TimestampedFileInputSplit does not contain a setter for field modificationTime
2020-02-16 01:24:06,184 [main] INFO  (EmbeddedLeaderService.java:300) - Proposing leadership to contender org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint@29f0c4f2 @ http://localhost:34493
2020-02-16 01:24:06,186 [mini-cluster-io-thread-1] INFO  (WebMonitorEndpoint.java:712) - http://localhost:34493 was granted leadership with leaderSessionID=6b55b55c-904a-41e8-b26e-4a631df4df14
2020-02-16 01:24:06,186 [mini-cluster-io-thread-1] INFO  (EmbeddedLeaderService.java:250) - Received confirmation of leadership for leader http://localhost:34493 , session=6b55b55c-904a-41e8-b26e-4a631df4df14
2020-02-16 01:24:06,204 [main] INFO  (AkkaRpcService.java:223) - Starting RPC endpoint for org.apache.flink.runtime.resourcemanager.StandaloneResourceManager at akka://flink/user/resourcemanager .
2020-02-16 01:24:06,223 [main] INFO  (AkkaRpcService.java:223) - Starting RPC endpoint for org.apache.flink.runtime.dispatcher.StandaloneDispatcher at akka://flink/user/dispatcher .
2020-02-16 01:24:06,244 [flink-akka.actor.default-dispatcher-3] INFO  (EmbeddedLeaderService.java:300) - Proposing leadership to contender org.apache.flink.runtime.resourcemanager.StandaloneResourceManager@1db2418 @ akka://flink/user/resourcemanager
2020-02-16 01:24:06,244 [flink-akka.actor.default-dispatcher-2] INFO  (EmbeddedLeaderService.java:300) - Proposing leadership to contender org.apache.flink.runtime.dispatcher.StandaloneDispatcher@1950c734 @ akka://flink/user/dispatcher
2020-02-16 01:24:06,256 [flink-akka.actor.default-dispatcher-3] INFO  (ResourceManager.java:925) - ResourceManager akka://flink/user/resourcemanager was granted leadership with fencing token b10423adbcfff7e7f149e56314b04631
2020-02-16 01:24:06,256 [flink-akka.actor.default-dispatcher-2] INFO  (Dispatcher.java:884) - Dispatcher akka://flink/user/dispatcher was granted leadership with fencing token fdb25ce0-2aee-46fa-a18e-655ba6454e55
2020-02-16 01:24:06,269 [flink-akka.actor.default-dispatcher-3] INFO  (SlotManagerImpl.java:219) - Starting the SlotManager.
2020-02-16 01:24:06,271 [flink-akka.actor.default-dispatcher-4] INFO  (Dispatcher.java:716) - Recovering all persisted jobs.
2020-02-16 01:24:06,276 [flink-akka.actor.default-dispatcher-4] INFO  (EmbeddedLeaderService.java:250) - Received confirmation of leadership for leader akka://flink/user/dispatcher , session=fdb25ce0-2aee-46fa-a18e-655ba6454e55
2020-02-16 01:24:06,296 [main] INFO  (MiniCluster.java:362) - Flink Mini Cluster started successfully
2020-02-16 01:24:06,298 [flink-akka.actor.default-dispatcher-5] INFO  (EmbeddedLeaderService.java:250) - Received confirmation of leadership for leader akka://flink/user/resourcemanager , session=f149e563-14b0-4631-b104-23adbcfff7e7
2020-02-16 01:24:06,302 [flink-akka.actor.default-dispatcher-5] INFO  (TaskExecutor.java:991) - Connecting to ResourceManager akka://flink/user/resourcemanager(b10423adbcfff7e7f149e56314b04631).
2020-02-16 01:24:06,317 [flink-akka.actor.default-dispatcher-2] INFO  (RetryingRegistration.java:155) - Resolved ResourceManager address, beginning registration
2020-02-16 01:24:06,317 [flink-akka.actor.default-dispatcher-2] INFO  (RetryingRegistration.java:204) - Registration at ResourceManager attempt 1 (timeout=100ms)
2020-02-16 01:24:06,330 [flink-akka.actor.default-dispatcher-3] INFO  (ResourceManager.java:717) - Registering TaskManager with ResourceID 7640ae59-c5bb-498d-9b1e-b320435ed961 (akka://flink/user/taskmanager_0) at ResourceManager
2020-02-16 01:24:06,338 [flink-akka.actor.default-dispatcher-4] INFO  (TaskExecutorToResourceManagerConnection.java:100) - Successful registration at resource manager akka://flink/user/resourcemanager under registration id f1d813f128dfb85da23ce6dfbda42705.
2020-02-16 01:24:06,348 [flink-akka.actor.default-dispatcher-5] INFO  (Dispatcher.java:264) - Received JobGraph submission 46b3360076f7ae13e16d74a857fcb19f (Streaming for Random Sampling).
2020-02-16 01:24:06,349 [flink-akka.actor.default-dispatcher-5] INFO  (Dispatcher.java:321) - Submitting job 46b3360076f7ae13e16d74a857fcb19f (Streaming for Random Sampling).
2020-02-16 01:24:06,373 [flink-akka.actor.default-dispatcher-3] INFO  (AkkaRpcService.java:223) - Starting RPC endpoint for org.apache.flink.runtime.jobmaster.JobMaster at akka://flink/user/jobmanager_1 .
2020-02-16 01:24:06,382 [flink-akka.actor.default-dispatcher-3] INFO  (JobMaster.java:242) - Initializing job Streaming for Random Sampling (46b3360076f7ae13e16d74a857fcb19f).
2020-02-16 01:24:06,406 [flink-akka.actor.default-dispatcher-3] INFO  (LegacyScheduler.java:171) - Using restart strategy NoRestartStrategy for Streaming for Random Sampling (46b3360076f7ae13e16d74a857fcb19f).
2020-02-16 01:24:06,436 [flink-akka.actor.default-dispatcher-3] INFO  (ExecutionGraph.java:519) - Job recovers via failover strategy: full graph restart
2020-02-16 01:24:06,459 [flink-akka.actor.default-dispatcher-3] INFO  (ExecutionGraphBuilder.java:204) - Running initialization on master for job Streaming for Random Sampling (46b3360076f7ae13e16d74a857fcb19f).
2020-02-16 01:24:06,459 [flink-akka.actor.default-dispatcher-3] INFO  (ExecutionGraphBuilder.java:222) - Successfully ran initialization on master in 0 ms.
2020-02-16 01:24:06,509 [flink-akka.actor.default-dispatcher-3] INFO  (StateBackendLoader.java:227) - No state backend has been configured, using default (Memory / JobManager) MemoryStateBackend (data in heap memory / checkpoints to JobManager) (checkpoints: 'null', savepoints: 'null', asynchronous: TRUE, maxStateSize: 5242880)
2020-02-16 01:24:06,523 [flink-akka.actor.default-dispatcher-3] INFO  (EmbeddedLeaderService.java:300) - Proposing leadership to contender org.apache.flink.runtime.jobmaster.JobManagerRunner@77bef82c @ akka://flink/user/jobmanager_1
2020-02-16 01:24:06,524 [mini-cluster-io-thread-3] INFO  (JobManagerRunner.java:313) - JobManager runner for job Streaming for Random Sampling (46b3360076f7ae13e16d74a857fcb19f) was granted leadership with session id 6510cc68-5e2d-4118-b69f-0bef4a6dec94 at akka://flink/user/jobmanager_1.
2020-02-16 01:24:06,531 [flink-akka.actor.default-dispatcher-5] INFO  (JobMaster.java:712) - Starting execution of job Streaming for Random Sampling (46b3360076f7ae13e16d74a857fcb19f) under job master id b69f0bef4a6dec946510cc685e2d4118.
2020-02-16 01:24:06,536 [flink-akka.actor.default-dispatcher-5] INFO  (ExecutionGraph.java:1325) - Job Streaming for Random Sampling (46b3360076f7ae13e16d74a857fcb19f) switched from state CREATED to RUNNING.
2020-02-16 01:24:06,541 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Source: Custom File Source (1/1) (9d7702245d1c41c562ac748c2185e08d) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,562 [flink-akka.actor.default-dispatcher-5] INFO  (SlotPoolImpl.java:369) - Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{e1bbc42acc2e723b99667fcc9f05404a}]
2020-02-16 01:24:06,572 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (1/4) (e476f023a5f9204f1d1179092f2466f0) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,573 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (2/4) (5bb25c5878d8137d79d1290e312c2dee) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,574 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (3/4) (f29b155b95056552078756ae8c77b010) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,574 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (4/4) (bb0d859ea8a231161c2005f634d7e4c1) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,574 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Flat Map -> Sink: Print to Std. Out (1/4) (13b6596c2b110b983ec8e3f4bb85f5bc) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,575 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Flat Map -> Sink: Print to Std. Out (2/4) (9f10d9e4d40bc7d45228375f4c6978d3) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,575 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Flat Map -> Sink: Print to Std. Out (3/4) (bc5c74ee5739c9eeb814959035c5735e) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,575 [flink-akka.actor.default-dispatcher-5] INFO  (Execution.java:1509) - Flat Map -> Sink: Print to Std. Out (4/4) (370577c4d81b24daa27d825b462896f9) switched from CREATED to SCHEDULED.
2020-02-16 01:24:06,584 [jobmanager-future-thread-1] INFO  (EmbeddedLeaderService.java:250) - Received confirmation of leadership for leader akka://flink/user/jobmanager_1 , session=6510cc68-5e2d-4118-b69f-0bef4a6dec94
2020-02-16 01:24:06,585 [flink-akka.actor.default-dispatcher-5] INFO  (JobMaster.java:936) - Connecting to ResourceManager akka://flink/user/resourcemanager(b10423adbcfff7e7f149e56314b04631)
2020-02-16 01:24:06,588 [flink-akka.actor.default-dispatcher-5] INFO  (RetryingRegistration.java:155) - Resolved ResourceManager address, beginning registration
2020-02-16 01:24:06,588 [flink-akka.actor.default-dispatcher-5] INFO  (RetryingRegistration.java:204) - Registration at ResourceManager attempt 1 (timeout=100ms)
2020-02-16 01:24:06,590 [flink-akka.actor.default-dispatcher-3] INFO  (ResourceManager.java:306) - Registering job manager b69f0bef4a6dec946510cc685e2d4118@akka://flink/user/jobmanager_1 for job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,596 [flink-akka.actor.default-dispatcher-3] INFO  (ResourceManager.java:661) - Registered job manager b69f0bef4a6dec946510cc685e2d4118@akka://flink/user/jobmanager_1 for job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,598 [flink-akka.actor.default-dispatcher-3] INFO  (JobMaster.java:958) - JobManager successfully registered at ResourceManager, leader id: b10423adbcfff7e7f149e56314b04631.
2020-02-16 01:24:06,599 [flink-akka.actor.default-dispatcher-3] INFO  (SlotPoolImpl.java:319) - Requesting new slot [SlotRequestId{e1bbc42acc2e723b99667fcc9f05404a}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-02-16 01:24:06,606 [flink-akka.actor.default-dispatcher-4] INFO  (ResourceManager.java:441) - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job 46b3360076f7ae13e16d74a857fcb19f with allocation id 338d6c36f738ebba609b3fffb1da2b1e.
2020-02-16 01:24:06,610 [flink-akka.actor.default-dispatcher-3] INFO  (TaskExecutor.java:822) - Receive slot request 338d6c36f738ebba609b3fffb1da2b1e for job 46b3360076f7ae13e16d74a857fcb19f from resource manager with leader id b10423adbcfff7e7f149e56314b04631.
2020-02-16 01:24:06,612 [flink-akka.actor.default-dispatcher-3] INFO  (TaskExecutor.java:834) - Allocated slot for 338d6c36f738ebba609b3fffb1da2b1e.
2020-02-16 01:24:06,612 [flink-akka.actor.default-dispatcher-3] INFO  (JobLeaderService.java:193) - Add job 46b3360076f7ae13e16d74a857fcb19f for job leader monitoring.
2020-02-16 01:24:06,616 [mini-cluster-io-thread-1] INFO  (JobLeaderService.java:333) - Try to register at job manager akka://flink/user/jobmanager_1 with leader id 6510cc68-5e2d-4118-b69f-0bef4a6dec94.
2020-02-16 01:24:06,617 [flink-akka.actor.default-dispatcher-5] INFO  (RetryingRegistration.java:155) - Resolved JobManager address, beginning registration
2020-02-16 01:24:06,617 [flink-akka.actor.default-dispatcher-5] INFO  (RetryingRegistration.java:204) - Registration at JobManager attempt 1 (timeout=100ms)
2020-02-16 01:24:06,621 [flink-akka.actor.default-dispatcher-2] INFO  (JobLeaderService.java:382) - Successful registration at job manager akka://flink/user/jobmanager_1 for job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,622 [flink-akka.actor.default-dispatcher-3] INFO  (TaskExecutor.java:1227) - Establish JobManager connection for job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,626 [flink-akka.actor.default-dispatcher-3] INFO  (TaskExecutor.java:1128) - Offer reserved slots to the leader of job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,639 [flink-akka.actor.default-dispatcher-2] INFO  (SlotPoolImpl.java:319) - Requesting new slot [SlotRequestId{223bfb710040a072d673c1d07fbd641e}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-02-16 01:24:06,640 [flink-akka.actor.default-dispatcher-3] INFO  (ResourceManager.java:441) - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job 46b3360076f7ae13e16d74a857fcb19f with allocation id 07fc7fdf37511746cc5cb5d798bf6f59.
2020-02-16 01:24:06,640 [flink-akka.actor.default-dispatcher-5] INFO  (TaskExecutor.java:822) - Receive slot request 07fc7fdf37511746cc5cb5d798bf6f59 for job 46b3360076f7ae13e16d74a857fcb19f from resource manager with leader id b10423adbcfff7e7f149e56314b04631.
2020-02-16 01:24:06,641 [flink-akka.actor.default-dispatcher-5] INFO  (TaskExecutor.java:834) - Allocated slot for 07fc7fdf37511746cc5cb5d798bf6f59.
2020-02-16 01:24:06,641 [flink-akka.actor.default-dispatcher-5] INFO  (TaskExecutor.java:1128) - Offer reserved slots to the leader of job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,641 [flink-akka.actor.default-dispatcher-2] INFO  (SlotPoolImpl.java:319) - Requesting new slot [SlotRequestId{754a7cdd68b0e3ff60614224eef6cb4e}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-02-16 01:24:06,642 [flink-akka.actor.default-dispatcher-2] INFO  (SlotPoolImpl.java:319) - Requesting new slot [SlotRequestId{67af365130d461b2f76e4db19f8a66ad}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-02-16 01:24:06,642 [flink-akka.actor.default-dispatcher-5] INFO  (ResourceManager.java:441) - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job 46b3360076f7ae13e16d74a857fcb19f with allocation id 43b77ef74e1dd7cf95d2cad6e72c0946.
2020-02-16 01:24:06,645 [flink-akka.actor.default-dispatcher-2] INFO  (SlotPoolImpl.java:629) - Received repeated offer for slot [338d6c36f738ebba609b3fffb1da2b1e]. Ignoring.
2020-02-16 01:24:06,645 [flink-akka.actor.default-dispatcher-5] INFO  (ResourceManager.java:441) - Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job 46b3360076f7ae13e16d74a857fcb19f with allocation id 4ae620b5547e495925b249141e0b1b1f.
2020-02-16 01:24:06,646 [flink-akka.actor.default-dispatcher-2] INFO  (TaskExecutor.java:822) - Receive slot request 43b77ef74e1dd7cf95d2cad6e72c0946 for job 46b3360076f7ae13e16d74a857fcb19f from resource manager with leader id b10423adbcfff7e7f149e56314b04631.
2020-02-16 01:24:06,646 [flink-akka.actor.default-dispatcher-2] INFO  (TaskExecutor.java:834) - Allocated slot for 43b77ef74e1dd7cf95d2cad6e72c0946.
2020-02-16 01:24:06,646 [flink-akka.actor.default-dispatcher-2] INFO  (TaskExecutor.java:1128) - Offer reserved slots to the leader of job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,647 [flink-akka.actor.default-dispatcher-2] INFO  (TaskSlotTable.java:242) - Activate slot 338d6c36f738ebba609b3fffb1da2b1e.
2020-02-16 01:24:06,647 [flink-akka.actor.default-dispatcher-4] INFO  (SlotPoolImpl.java:629) - Received repeated offer for slot [338d6c36f738ebba609b3fffb1da2b1e]. Ignoring.
2020-02-16 01:24:06,647 [flink-akka.actor.default-dispatcher-4] INFO  (SlotPoolImpl.java:629) - Received repeated offer for slot [07fc7fdf37511746cc5cb5d798bf6f59]. Ignoring.
2020-02-16 01:24:06,650 [flink-akka.actor.default-dispatcher-2] INFO  (TaskExecutor.java:822) - Receive slot request 4ae620b5547e495925b249141e0b1b1f for job 46b3360076f7ae13e16d74a857fcb19f from resource manager with leader id b10423adbcfff7e7f149e56314b04631.
2020-02-16 01:24:06,650 [flink-akka.actor.default-dispatcher-2] INFO  (TaskExecutor.java:834) - Allocated slot for 4ae620b5547e495925b249141e0b1b1f.
2020-02-16 01:24:06,650 [flink-akka.actor.default-dispatcher-2] INFO  (TaskExecutor.java:1128) - Offer reserved slots to the leader of job 46b3360076f7ae13e16d74a857fcb19f.
2020-02-16 01:24:06,651 [flink-akka.actor.default-dispatcher-3] INFO  (SlotPoolImpl.java:629) - Received repeated offer for slot [43b77ef74e1dd7cf95d2cad6e72c0946]. Ignoring.
2020-02-16 01:24:06,651 [flink-akka.actor.default-dispatcher-3] INFO  (SlotPoolImpl.java:629) - Received repeated offer for slot [07fc7fdf37511746cc5cb5d798bf6f59]. Ignoring.
2020-02-16 01:24:06,651 [flink-akka.actor.default-dispatcher-2] INFO  (TaskSlotTable.java:242) - Activate slot 338d6c36f738ebba609b3fffb1da2b1e.
2020-02-16 01:24:06,652 [flink-akka.actor.default-dispatcher-2] INFO  (TaskSlotTable.java:242) - Activate slot 07fc7fdf37511746cc5cb5d798bf6f59.
2020-02-16 01:24:06,653 [flink-akka.actor.default-dispatcher-2] INFO  (TaskSlotTable.java:242) - Activate slot 43b77ef74e1dd7cf95d2cad6e72c0946.
2020-02-16 01:24:06,653 [flink-akka.actor.default-dispatcher-2] INFO  (TaskSlotTable.java:242) - Activate slot 338d6c36f738ebba609b3fffb1da2b1e.
2020-02-16 01:24:06,653 [flink-akka.actor.default-dispatcher-2] INFO  (TaskSlotTable.java:242) - Activate slot 07fc7fdf37511746cc5cb5d798bf6f59.
2020-02-16 01:24:06,653 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Source: Custom File Source (1/1) (9d7702245d1c41c562ac748c2185e08d) switched from SCHEDULED to DEPLOYING.
2020-02-16 01:24:06,654 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:713) - Deploying Source: Custom File Source (1/1) (attempt #0) to 7640ae59-c5bb-498d-9b1e-b320435ed961 @ localhost (dataPort=-1)
2020-02-16 01:24:06,665 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (1/4) (e476f023a5f9204f1d1179092f2466f0) switched from SCHEDULED to DEPLOYING.
2020-02-16 01:24:06,665 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:713) - Deploying Split Reader: Custom File Source -> Flat Map (1/4) (attempt #0) to 7640ae59-c5bb-498d-9b1e-b320435ed961 @ localhost (dataPort=-1)
2020-02-16 01:24:06,667 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (2/4) (5bb25c5878d8137d79d1290e312c2dee) switched from SCHEDULED to DEPLOYING.
2020-02-16 01:24:06,669 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:713) - Deploying Split Reader: Custom File Source -> Flat Map (2/4) (attempt #0) to 7640ae59-c5bb-498d-9b1e-b320435ed961 @ localhost (dataPort=-1)
2020-02-16 01:24:06,670 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (3/4) (f29b155b95056552078756ae8c77b010) switched from SCHEDULED to DEPLOYING.
2020-02-16 01:24:06,672 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:713) - Deploying Split Reader: Custom File Source -> Flat Map (3/4) (attempt #0) to 7640ae59-c5bb-498d-9b1e-b320435ed961 @ localhost (dataPort=-1)
2020-02-16 01:24:06,673 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Split Reader: Custom File Source -> Flat Map (4/4) (bb0d859ea8a231161c2005f634d7e4c1) switched from SCHEDULED to DEPLOYING.
2020-02-16 01:24:06,673 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:713) - Deploying Split Reader: Custom File Source -> Flat Map (4/4) (attempt #0) to 7640ae59-c5bb-498d-9b1e-b320435ed961 @ localhost (dataPort=-1)
2020-02-16 01:24:06,674 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Flat Map -> Sink: Print to Std. Out (1/4) (13b6596c2b110b983ec8e3f4bb85f5bc) switched from SCHEDULED to DEPLOYING.
2020-02-16 01:24:06,674 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:713) - Deploying Flat Map -> Sink: Print to Std. Out (1/4) (attempt #0) to 7640ae59-c5bb-498d-9b1e-b320435ed961 @ localhost (dataPort=-1)
2020-02-16 01:24:06,675 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Flat Map -> Sink: Print to Std. Out (2/4) (9f10d9e4d40bc7d45228375f4c6978d3) switched from SCHEDULED to DEPLOYING.
2020-02-16 01:24:06,676 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:713) - Deploying Flat Map -> Sink: Print to Std. Out (2/4) (attempt #0) to 7640ae59-c5bb-498d-9b1e-b320435ed961 @ localhost (dataPort=-1)
2020-02-16 01:24:06,677 [flink-akka.actor.default-dispatcher-3] INFO  (Execution.java:1509) - Flat Map -> Sink: Print to Std. Out (3/4) (bc5c74ee5739c9eeb814959035c5735e) switched from SCHEDULED to DEPLOYING.
